text,Word,Sentence #,indexloc
,の,133,4
,業務,133,5
,提携,133,6
,に関する,133,7
,基本,133,8
,合意,133,9
,について,133,10
,pdf,133,11
ミナトホールディングス 株式会社 と の 業務 提携 に関する 基本 合意 書 締結 の お知らせ,ミナトホールディングス,134,0
,株式会社,134,1
,と,134,2
,の,134,3
,業務,134,4
,提携,134,5
,に関する,134,6
,基本,134,7
,合意,134,8
,書,134,9
,締結,134,10
,の,134,11
,お知らせ,134,12
2019 . 07 . 01 お知らせ エキサイト と 業務 提携 および メディア の 共同 開発 ・ 運営 開始 の お知らせ （ 176 KB ）,2019,135,0
,.,135,1
,07,135,2
,.,135,3
,01,135,4
,お知らせ,135,5
,エキサイト,135,6
,と,135,7
,業務,135,8
,提携,135,9
,および,135,10
,メディア,135,11
,の,135,12
,共同,135,13
,開発,135,14
,・,135,15
,運営,135,16
,開始,135,17
,の,135,18
,お知らせ,135,19
,（,135,20
,176,135,21
,KB,135,22
,）,135,23
株式会社 DRILL と の 業務 提携 に関する お知らせ ( 311 KB ),株式会社,136,0
,DRILL,136,1
,と,136,2
,の,136,3
,業務,136,4
,提携,136,5
,に関する,136,6
,お知らせ,136,7
,(,136,8
,311,136,9
,KB,136,10
,),136,11
【 イタンジ 】 イタンジ と スマサポ が 業務 提携 し 入居 前後 ...,【,137,0
,イタンジ,137,1
,】,137,2
,イタンジ,137,3
,と,137,4
,スマサポ,137,5
,が,137,6
,業務,137,7
,提携,137,8
,し,137,9
,入居,137,10
,前後,137,11
,...,137,12
（ 開示 事項 の 変更 ） 第三者 割当 による 新 株式 及び 新株 予約 権 の 発行 、 業務 ・ 資本 提携 契約 の 締結 並びに 主要 株主 、 主要 株主 で ある 筆頭 株主 及び その他 の 関係 会社 の 異動 に関する お知らせ （ 211 KB ）,（,138,0
,開示,138,1
,事項,138,2
,の,138,3
,変更,138,4
,）,138,5
,第三者,138,6
,割当,138,7
,による,138,8
,新,138,9
,株式,138,10
,及び,138,11
,新株,138,12
,予約,138,13
,権,138,14
,の,138,15
,発行,138,16
,、,138,17
,業務,138,18
,・,138,19
,資本,138,20
,提携,138,21
,契約,138,22
,の,138,23
,締結,138,24
,並びに,138,25
,主要,138,26
,株主,138,27
,、,138,28
,主要,138,29
,株主,138,30
,で,138,31
,ある,138,32
,筆頭,138,33
,株主,138,34
,及び,138,35
,その他,138,36
,の,138,37
,関係,138,38
,会社,138,39
,の,138,40
,異動,138,41
,に関する,138,42
,お知らせ,138,43
,（,138,44
,211,138,45
,KB,138,46
,）,138,47
and factory と 日本文芸社 が マンガアプリ 事業 における 業務 提携 契約 を 締結 ！,and,139,0
,factory,139,1
,と,139,2
,日本文芸社,139,3
,が,139,4
,マンガアプリ,139,5
,事業,139,6
,における,139,7
,業務,139,8
,提携,139,9
,契約,139,10
,を,139,11
,締結,139,12
,！,139,13
株式会社 ピースオブケイク と の 資本 業務 提携 に関する お知らせ,株式会社,140,0
,ピースオブケイク,140,1
,と,140,2
,の,140,3
,資本,140,4
,業務,140,5
,提携,140,6
,に関する,140,7
,お知らせ,140,8
ＭＮＣ 株式会社 の 株式 取得 （ 子会社 化 ） 完了 に関する お知らせ （ 開示 事項 の 経過 ）( 令 和 元年 7 月 12 日 ) PDF ダウンロード,ＭＮＣ,141,0
,株式会社,141,1
,の,141,2
,株式,141,3
,取得,141,4
,（,141,5
,子会社,141,6
,化,141,7
,）,141,8
,完了,141,9
,に関する,141,10
,お知らせ,141,11
,（,141,12
,開示,141,13
,事項,141,14
,の,141,15
,経過,141,16
,）(,141,17
,令,141,18
,和,141,19
,元年,141,20
,7,141,21
,月,141,22
,12,141,23
,日,141,24
,),141,25
,PDF,141,26
,ダウンロード,141,27
アイスタディ 社 と の 同社 製品 及び サービス の 販売 協力 に関する 業務 提携 に関する お知らせ,アイスタディ,142,0
,社,142,1
,と,142,2
,の,142,3
,同社,142,4
,製品,142,5
,及び,142,6
,サービス,142,7
,の,142,8
,販売,142,9
,協力,142,10
,に関する,142,11
,業務,142,12
,提携,142,13
,に関する,142,14
,お知らせ,142,15
（ 開示 事項 の 経過 ・ 変更 ） 子会社 の 異動 を 伴う 株式 譲渡 及び 子会社 の 一部 事業 譲渡 に かかる 契約 締結 に関する お知らせ （ PDF 約 130 KB ）,（,143,0
,開示,143,1
,事項,143,2
,の,143,3
,経過,143,4
,・,143,5
,変更,143,6
,）,143,7
,子会社,143,8
,の,143,9
,異動,143,10
,を,143,11
,伴う,143,12
,株式,143,13
,譲渡,143,14
,及び,143,15
,子会社,143,16
,の,143,17
,一部,143,18
,事業,143,19
,譲渡,143,20
,に,143,21
,かかる,143,22
,契約,143,23
,締結,143,24
,に関する,143,25
,お知らせ,143,26
,（,143,27
,PDF,143,28
,約,143,29
,130,143,30
,KB,143,31
,）,143,32
株式会社 アエリア と の 業務 提携 について の お知らせ,株式会社,144,0
,アエリア,144,1
,と,144,2
,の,144,3
,業務,144,4
,提携,144,5
,について,144,6
,の,144,7
,お知らせ,144,8
簡易 株式 交換 による 組織 再編 と 資本 業務 提携 に関する ご 説明 資料,簡易,145,0
,株式,145,1
,交換,145,2
,による,145,3
,組織,145,4
,再編,145,5
,と,145,6
,資本,145,7
,業務,145,8
,提携,145,9
,に関する,145,10
,ご,145,11
,説明,145,12
,資料,145,13
“ 最速 ＆ 最適 ” の 顧客 エンゲージメント 実現 に 向け シルバー エッグ ・ テクノロジー と Repro が 業務 提携,“,146,0
,最速,146,1
,＆,146,2
,最適,146,3
,”,146,4
,の,146,5
,顧客,146,6
,エンゲージメント,146,7
,実現,146,8
,に,146,9
,向け,146,10
,シルバー,146,11
,エッグ,146,12
,・,146,13
,テクノロジー,146,14
,と,146,15
,Repro,146,16
,が,146,17
,業務,146,18
,提携,146,19
“ 不動産 × テクノロジー ” WealthPark と 業務 提携,“,147,0
,不動産,147,1
,×,147,2
,テクノロジー,147,3
,”,147,4
,WealthPark,147,5
,と,147,6
,業務,147,7
,提携,147,8
インドネシア 国立 教育 大学 と 業務 提携 契約 を 締結,インドネシア,148,0
,国立,148,1
,教育,148,2
,大学,148,3
,と,148,4
,業務,148,5
,提携,148,6
,契約,148,7
,を,148,8
,締結,148,9
NNA ASIA ( アジア 経済 ニュース ) に も インドネシア 国立 教育 大学 と の 業務 提携 契約 締結 について 掲載 さ れ まし た 。,NNA,149,0
,ASIA,149,1
,(,149,2
,アジア,149,3
,経済,149,4
,ニュース,149,5
,),149,6
,に,149,7
,も,149,8
,インドネシア,149,9
,国立,149,10
,教育,149,11
,大学,149,12
,と,149,13
,の,149,14
,業務,149,15
,提携,149,16
,契約,149,17
,締結,149,18
,について,149,19
,掲載,149,20
,さ,149,21
,れ,149,22
,まし,149,23
,た,149,24
,。,149,25
ASEAN 経済 通信 に も インドネシア 国立 教育 大学 と の 業務 提携 契約 締結 について 掲載 さ れ まし た 。,ASEAN,150,0
,経済,150,1
,通信,150,2
,に,150,3
,も,150,4
,インドネシア,150,5
,国立,150,6
,教育,150,7
,大学,150,8
,と,150,9
,の,150,10
,業務,150,11
,提携,150,12
,契約,150,13
,締結,150,14
,について,150,15
,掲載,150,16
,さ,150,17
,れ,150,18
,まし,150,19
,た,150,20
,。,150,21
インドネシア 国立 教育 大学 と の 業務 提携 契約 締結 について 、 じゃ かるた 新聞 に 掲載 さ れ まし た 。,インドネシア,151,0
,国立,151,1
,教育,151,2
,大学,151,3
,と,151,4
,の,151,5
,業務,151,6
,提携,151,7
,契約,151,8
,締結,151,9
,について,151,10
,、,151,11
,じゃ,151,12
,かるた,151,13
,新聞,151,14
,に,151,15
,掲載,151,16
,さ,151,17
,れ,151,18
,まし,151,19
,た,151,20
,。,151,21
住 商 特殊 鋼 株式会社 の 株式 取得 の 完了 及び 商号 変更 に関する お知らせ PDF （ 207 KB ）,住,152,0
,商,152,1
,特殊,152,2
,鋼,152,3
,株式会社,152,4
,の,152,5
,株式,152,6
,取得,152,7
,の,152,8
,完了,152,9
,及び,152,10
,商号,152,11
,変更,152,12
,に関する,152,13
,お知らせ,152,14
,PDF,152,15
,（,152,16
,207,152,17
,KB,152,18
,）,152,19
RPA テクノロジーズ 「 BizRobo !」 × AI inside 「 DX Suite 」 RPA×AI - OCR 分野 で 業務 提携 ～ 高 精度 な 文字 認識 技術 を 取り入れ 、 RPA の 更 なる 高度 化 へ ～,RPA,153,0
,テクノロジーズ,153,1
,「,153,2
,BizRobo,153,3
,!」,153,4
,×,153,5
,AI,153,6
,inside,153,7
,「,153,8
,DX,153,9
,Suite,153,10
,」,153,11
,RPA×AI,153,12
,-,153,13
,OCR,153,14
,分野,153,15
,で,153,16
,業務,153,17
,提携,153,18
,～,153,19
,高,153,20
,精度,153,21
,な,153,22
,文字,153,23
,認識,153,24
,技術,153,25
,を,153,26
,取り入れ,153,27
,、,153,28
,RPA,153,29
,の,153,30
,更,153,31
,なる,153,32
,高度,153,33
,化,153,34
,へ,153,35
,～,153,36
SOICO 社 と の タイムカプセルストックオプションサービス R 提供 に関する 業務 提携 の お知らせ,SOICO,154,0
,社,154,1
,と,154,2
,の,154,3
,タイムカプセルストックオプションサービス,154,4
,R,154,5
,提供,154,6
,に関する,154,7
,業務,154,8
,提携,154,9
,の,154,10
,お知らせ,154,11
分散 型 キャッシュ バック サービス “ COINCOME ” を 提供 する Makers Farm 社 と の 資本 業務 提携 ～ 日本 、 シンガポール で の 事業 展開 を 加速 ～,分散,155,0
,型,155,1
,キャッシュ,155,2
,バック,155,3
,サービス,155,4
,“,155,5
,COINCOME,155,6
,”,155,7
,を,155,8
,提供,155,9
,する,155,10
,Makers,155,11
,Farm,155,12
,社,155,13
,と,155,14
,の,155,15
,資本,155,16
,業務,155,17
,提携,155,18
,～,155,19
,日本,155,20
,、,155,21
,シンガポール,155,22
,で,155,23
,の,155,24
,事業,155,25
,展開,155,26
,を,155,27
,加速,155,28
,～,155,29
分散 型 キャッシュ バック サービス “ ＣＯＩＮＣＯＭＥ ” を 提供 する Ｍａｋｅｒｓ Ｆａｒｍ 社 と の 資本 業務 提携,分散,156,0
,型,156,1
,キャッシュ,156,2
,バック,156,3
,サービス,156,4
,“,156,5
,ＣＯＩＮＣＯＭＥ,156,6
,”,156,7
,を,156,8
,提供,156,9
,する,156,10
,Ｍａｋｅｒｓ,156,11
,Ｆａｒｍ,156,12
,社,156,13
,と,156,14
,の,156,15
,資本,156,16
,業務,156,17
,提携,156,18
RPA ホールディングス グループ 、 ネオ キャリア と 業務 提携 人事 担当 者 の 単純 作業 を ロボット 代行 により 業務 効率 化 を さらに 加速,RPA,157,0
,ホールディングス,157,1
,グループ,157,2
,、,157,3
,ネオ,157,4
,キャリア,157,5
,と,157,6
,業務,157,7
,提携,157,8
,人事,157,9
,担当,157,10
,者,157,11
,の,157,12
,単純,157,13
,作業,157,14
,を,157,15
,ロボット,157,16
,代行,157,17
,により,157,18
,業務,157,19
,効率,157,20
,化,157,21
,を,157,22
,さらに,157,23
,加速,157,24
Kudan と シーオス が 倉庫 の 完全 自動 化 ・ 無人 化 ソリューション の 共同 開発 に 向け て 業務 資本 提携 契約 を 締結,Kudan,158,0
,と,158,1
,シーオス,158,2
,が,158,3
,倉庫,158,4
,の,158,5
,完全,158,6
,自動,158,7
,化,158,8
,・,158,9
,無人,158,10
,化,158,11
,ソリューション,158,12
,の,158,13
,共同,158,14
,開発,158,15
,に,158,16
,向け,158,17
,て,158,18
,業務,158,19
,資本,158,20
,提携,158,21
,契約,158,22
,を,158,23
,締結,158,24
"Zoom North America , LLC （ 持分 法 適用 関連 会社 ） の 子会社 化 に関する 基本 合意 書 締結 に関する お知らせ",Zoom,159,0
,North,159,1
,America,159,2
,",",159,3
,LLC,159,4
,（,159,5
,持分,159,6
,法,159,7
,適用,159,8
,関連,159,9
,会社,159,10
,）,159,11
,の,159,12
,子会社,159,13
,化,159,14
,に関する,159,15
,基本,159,16
,合意,159,17
,書,159,18
,締結,159,19
,に関する,159,20
,お知らせ,159,21
ロボット スタート 社 と の 資本 業務 提携 に関する 基本 合意 の お知らせ ～ AI / IoT を 活用 し た ボイスユーザーインターフェース 市場 に 向け て ～,ロボット,160,0
,スタート,160,1
,社,160,2
,と,160,3
,の,160,4
,資本,160,5
,業務,160,6
,提携,160,7
,に関する,160,8
,基本,160,9
,合意,160,10
,の,160,11
,お知らせ,160,12
,～,160,13
,AI,160,14
,/,160,15
,IoT,160,16
,を,160,17
,活用,160,18
,し,160,19
,た,160,20
,ボイスユーザーインターフェース,160,21
,市場,160,22
,に,160,23
,向け,160,24
,て,160,25
,～,160,26
【 適時 開示 】 資本 業務 提携 及び 第三者 割当 による 自己 株式 の 処分 に関する お知らせ,【,161,0
,適時,161,1
,開示,161,2
,】,161,3
,資本,161,4
,業務,161,5
,提携,161,6
,及び,161,7
,第三者,161,8
,割当,161,9
,による,161,10
,自己,161,11
,株式,161,12
,の,161,13
,処分,161,14
,に関する,161,15
,お知らせ,161,16
株式会社 UDN SPORTS と 業務 提携,株式会社,162,0
,UDN,162,1
,SPORTS,162,2
,と,162,3
,業務,162,4
,提携,162,5
2019 / 8 / 14 リリース ふくろう 少額 短期 保険 株式会社 の 株式 の 取得 （ 完全 子会社 化 ） に関する お知らせ pdf,2019,163,0
,/,163,1
,8,163,2
,/,163,3
,14,163,4
,リリース,163,5
,ふくろう,163,6
,少額,163,7
,短期,163,8
,保険,163,9
,株式会社,163,10
,の,163,11
,株式,163,12
,の,163,13
,取得,163,14
,（,163,15
,完全,163,16
,子会社,163,17
,化,163,18
,）,163,19
,に関する,163,20
,お知らせ,163,21
,pdf,163,22
2019 / 8 / 14 リリース ふくろう 少額 短期 保険 株式会社 の 株式 の 取得 （ 完全 子会社 化 ） に関する お知らせ pdf,2019,164,0
,/,164,1
,8,164,2
,/,164,3
,14,164,4
,リリース,164,5
,ふくろう,164,6
,少額,164,7
,短期,164,8
,保険,164,9
,株式会社,164,10
,の,164,11
,株式,164,12
,の,164,13
,取得,164,14
,（,164,15
,完全,164,16
,子会社,164,17
,化,164,18
,）,164,19
,に関する,164,20
,お知らせ,164,21
,pdf,164,22
2019 . 08 . 14 クリンクラウド 株式会社 と の 資本 業務 提携 に関する お知らせ,2019,165,0
,.,165,1
,08,165,2
,.,165,3
,14,165,4
,クリンクラウド,165,5
,株式会社,165,6
,と,165,7
,の,165,8
,資本,165,9
,業務,165,10
,提携,165,11
,に関する,165,12
,お知らせ,165,13
子会社 における 業務 提携 に関する お知らせ ( 令 和 元年 8 月 16 日 ) PDF ダウンロード,子会社,166,0
,における,166,1
,業務,166,2
,提携,166,3
,に関する,166,4
,お知らせ,166,5
,(,166,6
,令,166,7
,和,166,8
,元年,166,9
,8,166,10
,月,166,11
,16,166,12
,日,166,13
,),166,14
,PDF,166,15
,ダウンロード,166,16
相続 税 専門 の 税理士 法人 チェスター・ 不動産 コンサルティング 事業 の チェスター と 業務 提携 ～ 拡大 する 相続 市場 で 、 より 多く の 方々 に 良質 な 投資 用 不動産 を 提供 ～ PDF,相続,167,0
,税,167,1
,専門,167,2
,の,167,3
,税理士,167,4
,法人,167,5
,チェスター・,167,6
,不動産,167,7
,コンサルティング,167,8
,事業,167,9
,の,167,10
,チェスター,167,11
,と,167,12
,業務,167,13
,提携,167,14
,～,167,15
,拡大,167,16
,する,167,17
,相続,167,18
,市場,167,19
,で,167,20
,、,167,21
,より,167,22
,多く,167,23
,の,167,24
,方々,167,25
,に,167,26
,良質,167,27
,な,167,28
,投資,167,29
,用,167,30
,不動産,167,31
,を,167,32
,提供,167,33
,～,167,34
,PDF,167,35
インドネシア の サイト 「 Infobdg . com 」 に 、 インドネシア 国立 教育 大学 と の 業務 提携 契約 締結 について 掲載 さ れ まし た 。 ※ 記事 は インドネシア 語 です 。 ※,インドネシア,168,0
,の,168,1
,サイト,168,2
,「,168,3
,Infobdg,168,4
,.,168,5
,com,168,6
,」,168,7
,に,168,8
,、,168,9
,インドネシア,168,10
,国立,168,11
,教育,168,12
,大学,168,13
,と,168,14
,の,168,15
,業務,168,16
,提携,168,17
,契約,168,18
,締結,168,19
,について,168,20
,掲載,168,21
,さ,168,22
,れ,168,23
,まし,168,24
,た,168,25
,。,168,26
,※,168,27
,記事,168,28
,は,168,29
,インドネシア,168,30
,語,168,31
,です,168,32
,。,168,33
,※,168,34
相続 税 専門 の 税理士 法人 チェスター・ 不動産 コンサルティング 事業 の チェスター と 業務 提携 ～ 拡大 する 相続 市場 で 、 より 多く の 方々 に 良質 な 投資 用 不動産 を 提供 ～,相続,169,0
,税,169,1
,専門,169,2
,の,169,3
,税理士,169,4
,法人,169,5
,チェスター・,169,6
,不動産,169,7
,コンサルティング,169,8
,事業,169,9
,の,169,10
,チェスター,169,11
,と,169,12
,業務,169,13
,提携,169,14
,～,169,15
,拡大,169,16
,する,169,17
,相続,169,18
,市場,169,19
,で,169,20
,、,169,21
,より,169,22
,多く,169,23
,の,169,24
,方々,169,25
,に,169,26
,良質,169,27
,な,169,28
,投資,169,29
,用,169,30
,不動産,169,31
,を,169,32
,提供,169,33
,～,169,34
東急 住宅 リース と の 業務 提携 に関する お知らせ,東急,170,0
,住宅,170,1
,リース,170,2
,と,170,3
,の,170,4
,業務,170,5
,提携,170,6
,に関する,170,7
,お知らせ,170,8
東急 住宅 リース と の 業務 提携 に関する お知らせ （ 115 KB ）,東急,171,0
,住宅,171,1
,リース,171,2
,と,171,3
,の,171,4
,業務,171,5
,提携,171,6
,に関する,171,7
,お知らせ,171,8
,（,171,9
,115,171,10
,KB,171,11
,）,171,12
当社 は 、 サステナブル・ブランド コミュニティ 活動 を 推進 する 株式会社 博 展 と 業務 提携 を 締結 。 両 社協 働 で 、 サステナビリティ 経営 に関する アドバイザリーサービス 『 SB Japan Lab 』 を 開始 。 （ PDF ： 214 . 0 KB ）,当社,172,0
,は,172,1
,、,172,2
,サステナブル・ブランド,172,3
,コミュニティ,172,4
,活動,172,5
,を,172,6
,推進,172,7
,する,172,8
,株式会社,172,9
,博,172,10
,展,172,11
,と,172,12
,業務,172,13
,提携,172,14
,を,172,15
,締結,172,16
,。,172,17
,両,172,18
,社協,172,19
,働,172,20
,で,172,21
,、,172,22
,サステナビリティ,172,23
,経営,172,24
,に関する,172,25
,アドバイザリーサービス,172,26
,『,172,27
,SB,172,28
,Japan,172,29
,Lab,172,30
,』,172,31
,を,172,32
,開始,172,33
,。,172,34
,（,172,35
,PDF,172,36
,：,172,37
,214,172,38
,.,172,39
,0,172,40
,KB,172,41
,）,172,42
J MaaS が 野村 総合 研究所 と 資本 業務 提携 に 向け た 基本 契約 を 締結,J,173,0
,MaaS,173,1
,が,173,2
,野村,173,3
,総合,173,4
,研究所,173,5
,と,173,6
,資本,173,7
,業務,173,8
,提携,173,9
,に,173,10
,向け,173,11
,た,173,12
,基本,173,13
,契約,173,14
,を,173,15
,締結,173,16
資本 業務 提携 及び 第三者 割当 による 自己 株式 の 処分 に関する お知らせ,資本,174,0
,業務,174,1
,提携,174,2
,及び,174,3
,第三者,174,4
,割当,174,5
,による,174,6
,自己,174,7
,株式,174,8
,の,174,9
,処分,174,10
,に関する,174,11
,お知らせ,174,12
株式会社 GINKAN と の 資本 業務 提携 に関する お知らせ,株式会社,175,0
,GINKAN,175,1
,と,175,2
,の,175,3
,資本,175,4
,業務,175,5
,提携,175,6
,に関する,175,7
,お知らせ,175,8
当社 は 、 サステナブル・ブランド コミュニティ 活動 を 推進 する 株式会社 博 展 と 業務 提携 を 締結 。 両 社協 働 で 、 サステナビリティ 経営 に関する アドバイザリーサービス 『 SB Japan Lab 』 を 開始 。 （ PDF ： 208 . 4 KB ）,当社,176,0
,は,176,1
,、,176,2
,サステナブル・ブランド,176,3
,コミュニティ,176,4
,活動,176,5
,を,176,6
,推進,176,7
,する,176,8
,株式会社,176,9
,博,176,10
,展,176,11
,と,176,12
,業務,176,13
,提携,176,14
,を,176,15
,締結,176,16
,。,176,17
,両,176,18
,社協,176,19
,働,176,20
,で,176,21
,、,176,22
,サステナビリティ,176,23
,経営,176,24
,に関する,176,25
,アドバイザリーサービス,176,26
,『,176,27
,SB,176,28
,Japan,176,29
,Lab,176,30
,』,176,31
,を,176,32
,開始,176,33
,。,176,34
,（,176,35
,PDF,176,36
,：,176,37
,208,176,38
,.,176,39
,4,176,40
,KB,176,41
,）,176,42
当社 連結 子会社 の 業務 提携 の 解消 に関する お知らせ,当社,177,0
,連結,177,1
,子会社,177,2
,の,177,3
,業務,177,4
,提携,177,5
,の,177,6
,解消,177,7
,に関する,177,8
,お知らせ,177,9
広東 省 紡織 品 進出 口 有限 公司 と の 業務 提携 に関する お知らせ,広東,178,0
,省,178,1
,紡織,178,2
,品,178,3
,進出,178,4
,口,178,5
,有限,178,6
,公司,178,7
,と,178,8
,の,178,9
,業務,178,10
,提携,178,11
,に関する,178,12
,お知らせ,178,13
ＲＰＡ 事業 の 合弁 会社 「 株式会社 Re - Tech RaaS ( リテックラース )」 株式会社 ダンゴ ネット と の 業務 提携 に関する お知らせ,ＲＰＡ,179,0
,事業,179,1
,の,179,2
,合弁,179,3
,会社,179,4
,「,179,5
,株式会社,179,6
,Re,179,7
,-,179,8
,Tech,179,9
,RaaS,179,10
,(,179,11
,リテックラース,179,12
,)」,179,13
,株式会社,179,14
,ダンゴ,179,15
,ネット,179,16
,と,179,17
,の,179,18
,業務,179,19
,提携,179,20
,に関する,179,21
,お知らせ,179,22
中国人 留学生 向け 大手 賃貸 事業 者 「 Uhomes 」 と の 業務 提携 に関する お知らせ,中国人,180,0
,留学生,180,1
,向け,180,2
,大手,180,3
,賃貸,180,4
,事業,180,5
,者,180,6
,「,180,7
,Uhomes,180,8
,」,180,9
,と,180,10
,の,180,11
,業務,180,12
,提携,180,13
,に関する,180,14
,お知らせ,180,15
RPA ホールディングス 株式会社 と ラクラス 株式会社 知識 労働 の 生産 性 向上 を 目的 と し た 業務 提携 の お知らせ,RPA,181,0
,ホールディングス,181,1
,株式会社,181,2
,と,181,3
,ラクラス,181,4
,株式会社,181,5
,知識,181,6
,労働,181,7
,の,181,8
,生産,181,9
,性,181,10
,向上,181,11
,を,181,12
,目的,181,13
,と,181,14
,し,181,15
,た,181,16
,業務,181,17
,提携,181,18
,の,181,19
,お知らせ,181,20
オールアバウト と PR TIMES が 業務 提携 契約 を 締結 ～ All About ガイド 900 人 へ の リリース 配信 と 、 商品 ・ サービス の 試用 機会 を 提供 し 、 専門 家 コメント を 収集 する 「 ガイド PR 」 の 利用 を 共同 で 推進 ～,オールアバウト,182,0
,と,182,1
,PR,182,2
,TIMES,182,3
,が,182,4
,業務,182,5
,提携,182,6
,契約,182,7
,を,182,8
,締結,182,9
,～,182,10
,All,182,11
,About,182,12
,ガイド,182,13
,900,182,14
,人,182,15
,へ,182,16
,の,182,17
,リリース,182,18
,配信,182,19
,と,182,20
,、,182,21
,商品,182,22
,・,182,23
,サービス,182,24
,の,182,25
,試用,182,26
,機会,182,27
,を,182,28
,提供,182,29
,し,182,30
,、,182,31
,専門,182,32
,家,182,33
,コメント,182,34
,を,182,35
,収集,182,36
,する,182,37
,「,182,38
,ガイド,182,39
,PR,182,40
,」,182,41
,の,182,42
,利用,182,43
,を,182,44
,共同,182,45
,で,182,46
,推進,182,47
,～,182,48
株式会社 リサーチアンドソリューション 株式会社 NAL JAPAN と 業務 提携 システム 開発 を 目的 と し た ビジネス パートナー 契約 を 締結 し まし た,株式会社,183,0
,リサーチアンドソリューション,183,1
,株式会社,183,2
,NAL,183,3
,JAPAN,183,4
,と,183,5
,業務,183,6
,提携,183,7
,システム,183,8
,開発,183,9
,を,183,10
,目的,183,11
,と,183,12
,し,183,13
,た,183,14
,ビジネス,183,15
,パートナー,183,16
,契約,183,17
,を,183,18
,締結,183,19
,し,183,20
,まし,183,21
,た,183,22
LINKS FIELD NETWORKS LTD . と の 業務 提携 に関する 基本 合意 書 締結 の お知らせ,LINKS,184,0
,FIELD,184,1
,NETWORKS,184,2
,LTD,184,3
,.,184,4
,と,184,5
,の,184,6
,業務,184,7
,提携,184,8
,に関する,184,9
,基本,184,10
,合意,184,11
,書,184,12
,締結,184,13
,の,184,14
,お知らせ,184,15
Z 会 グループ と 資本 業務 提携 、 AI を 活用 し た スピーキング 自動 採点 の 共同 研究 を 開始,Z,185,0
,会,185,1
,グループ,185,2
,と,185,3
,資本,185,4
,業務,185,5
,提携,185,6
,、,185,7
,AI,185,8
,を,185,9
,活用,185,10
,し,185,11
,た,185,12
,スピーキング,185,13
,自動,185,14
,採点,185,15
,の,185,16
,共同,185,17
,研究,185,18
,を,185,19
,開始,185,20
上海 拜力 生物 科技 有限 会社 と の 中国 における 販売 業務 提携 の お知らせ,上海,186,0
,拜力,186,1
,生物,186,2
,科技,186,3
,有限,186,4
,会社,186,5
,と,186,6
,の,186,7
,中国,186,8
,における,186,9
,販売,186,10
,業務,186,11
,提携,186,12
,の,186,13
,お知らせ,186,14
NHN JAPAN 株式会社 と の 業務 提携 及び EC プラットフォーム 事業 の 進捗 に関する お知らせ,NHN,187,0
,JAPAN,187,1
,株式会社,187,2
,と,187,3
,の,187,4
,業務,187,5
,提携,187,6
,及び,187,7
,EC,187,8
,プラットフォーム,187,9
,事業,187,10
,の,187,11
,進捗,187,12
,に関する,187,13
,お知らせ,187,14
資本 提携 契約 の 締結 、 第三者 割当 による 新株 式 の 発行 並びに 主要 株主 で ある 筆頭 株主 の 異動 に関する お知らせ,資本,188,0
,提携,188,1
,契約,188,2
,の,188,3
,締結,188,4
,、,188,5
,第三者,188,6
,割当,188,7
,による,188,8
,新株,188,9
,式,188,10
,の,188,11
,発行,188,12
,並びに,188,13
,主要,188,14
,株主,188,15
,で,188,16
,ある,188,17
,筆頭,188,18
,株主,188,19
,の,188,20
,異動,188,21
,に関する,188,22
,お知らせ,188,23
【 ニュース 】 株式会社 Integral Geometry Science と の 業務 ・ 資本 提携 に関する お知らせ 〜 乳がん 検診 を 革新 する 世界 初 の 画像 化 技術 と 革新 的 サイバニクス 技術 の コラボ 〜,【,189,0
,ニュース,189,1
,】,189,2
,株式会社,189,3
,Integral,189,4
,Geometry,189,5
,Science,189,6
,と,189,7
,の,189,8
,業務,189,9
,・,189,10
,資本,189,11
,提携,189,12
,に関する,189,13
,お知らせ,189,14
,〜,189,15
,乳がん,189,16
,検診,189,17
,を,189,18
,革新,189,19
,する,189,20
,世界,189,21
,初,189,22
,の,189,23
,画像,189,24
,化,189,25
,技術,189,26
,と,189,27
,革新,189,28
,的,189,29
,サイバニクス,189,30
,技術,189,31
,の,189,32
,コラボ,189,33
,〜,189,34
米国 Ephesoft と の 資本 業務 提携 に関する お知らせ,米国,190,0
,Ephesoft,190,1
,と,190,2
,の,190,3
,資本,190,4
,業務,190,5
,提携,190,6
,に関する,190,7
,お知らせ,190,8
ソリッドインテリジェンス と トランスコスモス・アナリティクス が 資本 業務 提携,ソリッドインテリジェンス,191,0
,と,191,1
,トランスコスモス・アナリティクス,191,2
,が,191,3
,資本,191,4
,業務,191,5
,提携,191,6
"RPA ホールディングス グループ 、 株式会社 ラクス と 業務 提携 累計 4 , 500 社 以上 導入 の 実績 を 持つ 経費 精算 システム 「 楽楽 精算 」 向け 、 RPA サービス の 開発 ・ 連携 を 開始",RPA,192,0
,ホールディングス,192,1
,グループ,192,2
,、,192,3
,株式会社,192,4
,ラクス,192,5
,と,192,6
,業務,192,7
,提携,192,8
,累計,192,9
,4,192,10
,",",192,11
,500,192,12
,社,192,13
,以上,192,14
,導入,192,15
,の,192,16
,実績,192,17
,を,192,18
,持つ,192,19
,経費,192,20
,精算,192,21
,システム,192,22
,「,192,23
,楽楽,192,24
,精算,192,25
,」,192,26
,向け,192,27
,、,192,28
,RPA,192,29
,サービス,192,30
,の,192,31
,開発,192,32
,・,192,33
,連携,192,34
